"id","nombre","keywords","horario","preciosimbolo","calificacion","top1","top2","link","comida","servicio","calidad","ambiente","detalles_precios","detalles_tipo_comida","detalles_comida","detalles_dietas","detalles_caracteristicas","direccion","mail","telefono","calle","pais","localidad","direccionextra","longitude","latitude","n_opiniones","opiniones_excelente","opiniones_muy_bueno","opiniones_regular","opiniones_pesimo","opiniones_malo"
1995,"The Dock Cafe","cocktail","8:00 - 22:30","$$ - $$$","4"," **N.º 17** de 130 Mexicana en La Paz","Certificado de ExcelenciaGanador en 2016, 2019","https://www.tripadvisor.com.mx//Restaurant_Review-g150771-d2523984-Reviews-The_Dock_Cafe-La_Paz_Baja_California.html","40","35","35","45","-","Mexicana","Desayuno, Almuerzo, Brunch, Cena","-","Asientos al aire libre, Asiento, Estacionamiento disponible, Acceso para silla
de ruedas, Bar completo, Servicio de mesa, Comida para llevar, Sillitas altas
disponibles, Sirve alcohol","Calle Topete y Legaspi 3040, La Paz 23006 México","marinalapaz@prodigy.net.mx","+52 612 125 6626","Calle Topete y Legaspi 3040","México","La Paz 23006,","","-110.325752","24.154736",122,30,44,14,6,4
1996,"Jardin Corona","cocktail","13:00 - 0:00","$$ - $$$","4.5"," **N.º 5** de 29 Mariscos en Tampico","Certificado de ExcelenciaGanador en 2016","https://www.tripadvisor.com.mx//Restaurant_Review-g151928-d1032368-Reviews-Jardin_Corona-Tampico_Northern_Mexico.html","45","45","40","40","-","Mariscos, Sudamericana","Cena, Almuerzo, Brunch","-","Reservaciones, Asiento, Sirve alcohol, Servicio de mesa, Acceso para silla de
ruedas, Bar completo","Av. Hidalgo No. 1915, Tampico 89240 México","","+52 833 140 0192","Av. Hidalgo No. 1915","México","Tampico 89240,","","-97.86972","22.238659",91,45,25,6,3,3
1997,"Mr. Papa's","cocktail","Ver todos los horarios","$$ - $$$","4"," **N.º 132** de 483 Mexicana en Cancún","-","https://www.tripadvisor.com.mx//Restaurant_Review-g150807-d1740633-Reviews-Mr_Papa_s-Cancun_Yucatan_Peninsula.html","40","40","35","40","-","Estadounidense, Mexicana","Almuerzo, Cena, Abierto hasta tarde","-","Asientos al aire libre, Asiento, Acceso para silla de ruedas, Sirve alcohol,
Bar completo, Servicio de mesa, Reservaciones, Sillitas altas disponibles","Blvd. Kukulcan La Isla Shopping Mall, Cancún México","","","Blvd. Kukulcan","México","Cancún,","La Isla Shopping Mall","-86.764977","21.110285",276,71,55,31,10,16
1998,"Carmela Y Sal","cocktail","13:00 - 23:00","$$$$","4.5"," **N.º 23** de 2,114 Mexicana en Ciudad de México","Certificado de ExcelenciaGanador en 2019","https://www.tripadvisor.com.mx//Restaurant_Review-g150800-d13424441-Reviews-Carmela_Y_Sal-Mexico_City_Central_Mexico_and_Gulf_Coast.html","45","45","40","0","$15,296 - $22,355","Mexicana, Bar, Pub","-","Apto para vegetarianos, Opciones veganas, Opciones sin gluten","-","Calle Pedregal 24 Torre Virreyes, Ciudad de México 11040 México","reservaciones@carmelaysal.mx","+52 55 7600 1280","Calle Pedregal 24","México","Ciudad de México 11040,","Torre Virreyes","-99.203537","19.425203",197,92,29,9,3,2
1999,"Cantina La Piedra","cocktail","13:30 - 1:30","$$ - $$$","3.5"," **N.º 512** de 2,114 Mexicana en Ciudad de México","Certificado de ExcelenciaGanador en 2017","https://www.tripadvisor.com.mx//Restaurant_Review-g150800-d8751019-Reviews-Cantina_La_Piedra-Mexico_City_Central_Mexico_and_Gulf_Coast.html","40","40","40","0","$15 - $500","Mexicana, Bar","Cena","-","-","Aristoteles 124 Esquina Masaryk, Ciudad de México 11550 México","hola@cantinalapiedra.com","+52 55 5282 3456","Aristoteles 124","México","Ciudad de México 11550,","Esquina Masaryk","-99.193604","19.431665",130,37,42,8,8,11
2000,"Cabrera 7","cocktail","13:00 - 0:00","$$ - $$$","4"," **N.º 238** de 2,114 Mexicana en Ciudad de México","Certificado de ExcelenciaGanador en 2018","https://www.tripadvisor.com.mx//Restaurant_Review-g150800-d4292222-Reviews-Cabrera_7-Mexico_City_Central_Mexico_and_Gulf_Coast.html","40","40","35","45","-","Mexicana, Latina, Bar, Pub","Almuerzo, Cena, Abierto hasta tarde","Apto para vegetarianos","-","Plaza Luis Cabrera 7 Roma Norte, Ciudad de México México","","+52 55 5264 4531","Plaza Luis Cabrera 7","México","Ciudad de México,","Roma Norte","-99.159439","19.416517",214,50,65,33,12,9
2001,"Garum","cocktail","13:15 - 23:00","$$$$","4.5"," **N.º 9** de 155 Mediterránea en Ciudad de México","Certificado de ExcelenciaGanador en 2018 - 2019","https://www.tripadvisor.com.mx//Restaurant_Review-g150800-d10244439-Reviews-Garum-Mexico_City_Central_Mexico_and_Gulf_Coast.html","50","50","45","0","-","Mediterránea, Europea","Cena, Almuerzo","Apto para vegetarianos, Opciones veganas, Opciones sin gluten","-","Avenida Presidente Masaryk 513 Polanco II Secc, Ciudad de México 11530 México","contacto@garumrestaurante.com","+52 55 5280 2715","Avenida Presidente Masaryk 513","México","Ciudad de México 11530,","Polanco II Secc","-99.203835","19.432425",138,95,13,2,2,3
2002,"Little Tokyo","cocktail","13:00 - 23:00","$$ - $$$","4"," **N.º 3** de 58 Japonesa en Guadalajara","Certificado de ExcelenciaGanador en 2016, 2018 - 2019","https://www.tripadvisor.com.mx//Restaurant_Review-g150798-d6030989-Reviews-Little_Tokyo-Guadalajara_Guadalajara_Metropolitan_Area.html","45","40","45","40","-","Japonesa, Sushi, Asiática","Almuerzo, Cena","Apto para vegetarianos, Opciones veganas, Opciones sin gluten","-","Calle Lopez Cotilla 2009, Guadalajara 44130 México","contacto@littletokyosushi.com.mx","+(52)4444 8739","Calle Lopez Cotilla 2009","México","Guadalajara 44130,","","-103.378883","20.673201",125,59,34,13,6,4
2003,"La Corriente Cevicheria Nais","cocktail","Ver todos los horarios","$$ - $$$","4.5"," **N.º 21** de 259 Mexicana en Tijuana","Certificado de ExcelenciaGanador en 2016 - 2019","https://www.tripadvisor.com.mx//Restaurant_Review-g150776-d3200619-Reviews-La_Corriente_Cevicheria_Nais-Tijuana_Baja_California.html","45","40","40","40","-","Mexicana, Mariscos, Latina","Almuerzo, Cena, Abierto hasta tarde","Opciones sin gluten","-","Calle 6a, esquina con Ave. Madero, Tijuana México","","685-0555","Calle 6a, esquina con Ave. Madero","México","Tijuana,","","-117.034691","32.531235",148,66,33,14,4,2
2004,"baby lobster","cocktail","","$$ - $$$","4.5","**N.º 15** de 483 Mexicana en Cancún","Certificado de ExcelenciaGanador en 2016, 2018 - 2019","https://www.tripadvisor.com.mx//Restaurant_Review-g150807-d1952784-Reviews-Baby_lobster-Cancun_Yucatan_Peninsula.html","45","45","40","40","-","Mexicana, Caribeña, Mariscos","Almuerzo, Cena, Brunch","Apto para vegetarianos, Opciones veganas, Opciones sin gluten","-","Blvd. Kukulcan Km 12.5, Zona Hotelera, 77500, Cancún México","","+52 998 147 3430","Blvd. Kukulcan Km 12.5, Zona Hotelera, 77500","México","Cancún,","","-86.764679","21.111139",460,150,59,12,9,14
2005,"Los Jarochos de Cuautitlan","cocktail","","$$ - $$$","4","**N.º 2** de 29 Mexicana en Cuatitlán Izcalli","Certificado de ExcelenciaGanador en 2017","https://www.tripadvisor.com.mx//Restaurant_Review-g3178971-d8832257-Reviews-Los_Jarochos_de_Cuautitlan-Cuautitlan_Izcalli_Central_Mexico_and_Gulf_Coast.html","40","40","35","0","$250 - $450","Mexicana, Mariscos","Cena","-","-","Calzada de Guadalupe Lote 2 Colonia Predio Las Animas, Cuatitlán Izcalli 54740
México","losjarochoscuautitlan@gmail.com","+(52)58722562","Calzada de Guadalupe Lote 2","México","Cuatitlán Izcalli 54740,","Colonia Predio Las Animas","-99.19706","19.668831",76,27,26,12,3,5
2006,"La Imperial","cocktail","14:00 - 0:00","$$ - $$$","4.5"," **N.º 1** de 7 Bar en Irapuato","Certificado de ExcelenciaGanador en 2017 - 2019","https://www.tripadvisor.com.mx//Restaurant_Review-g858499-d8754327-Reviews-La_Imperial-Irapuato_Central_Mexico_and_Gulf_Coast.html","45","45","45","0","$100 - $300","Bar, Pizzería, Parrillada, Pub","-","Apto para vegetarianos","-","Lazaro Cardenas 1191 Esquina Juan de Urbina, Irapuato 36690 México","","+52 462 626 7699","Lazaro Cardenas 1191","México","Irapuato 36690,","Esquina Juan de Urbina","-101.364624","20.678741",134,95,28,4,3,1
2007,"Barra Vieja 520","cocktail","7:00 - 23:00","$$ - $$$","4"," **N.º 41** de 171 Mexicana en Acapulco","Certificado de ExcelenciaGanador en 2017","https://www.tripadvisor.com.mx//Restaurant_Review-g150787-d4155598-Reviews-Barra_Vieja_520-Acapulco_Pacific_Coast.html","40","45","40","0","-","Mexicana, Mariscos","Brunch, Desayuno, Almuerzo, Cena","-","Comida para llevar, Asiento, Servicio de mesa, Reservaciones, Asientos al aire
libre, Estacionamiento para clientes, Sillitas altas disponibles, Acceso para
silla de ruedas, Sirve alcohol","Costera Miguel Aleman #186 Fracc. Magallanes, Acapulco 39670 México","","+52 744 486 5321","Costera Miguel Aleman #186","México","Acapulco 39670,","Fracc. Magallanes","-99.876274","16.861536",70,22,32,5,5,3
2008,"El Puerto Clam House & Grill","cocktail","11:00 - 19:00","$$ - $$$","5"," **N.º 28** de 58 Caribeña en Cancún","Certificado de ExcelenciaGanador en 2017","https://www.tripadvisor.com.mx//Restaurant_Review-g150807-d8002848-Reviews-El_Puerto_Clam_House_Grill-Cancun_Yucatan_Peninsula.html","50","45","50","0","$120 - $500","Caribeña, Mariscos","Brunch, Almuerzo, Cena","-","-","Av. Puerto Juárez Sm. 86 Mz. 53 Lt. 1 101, Cancún 77520 México","reservaelpuerto@gmail.com","+52 998 251 9541","Av. Puerto Juárez Sm. 86","México","Cancún 77520,","Mz. 53 Lt. 1 101","-86.804482","21.206209",82,66,6,1,1,1
2009,"Dona Celia Lobster House","cocktail","","$$ - $$$","4","**N.º 4** de 26 Mexicana en Santa Cruz Huatulco","-","https://www.tripadvisor.com.mx//Restaurant_Review-g2535596-d2600661-Reviews-Dona_Celia_Lobster_House-Crucecita_Huatulco_Southern_Mexico.html","40","40","35","40","-","Mariscos, Mexicana","Almuerzo, Cena","-","Asientos al aire libre, Asiento, Sirve alcohol, Servicio de mesa, Bar completo","Santa Cruz Huatulco, Huatulco México","","","","México","Santa Cruz Huatulco, Huatulco,","","-96.131668","15.752863",131,31,31,15,8,9
2010,"La Sirena Gorda","cocktail","Ver todos los horarios","$$ - $$$","4.5"," **N.º 18** de 121 Mexicana en Zihuatanejo","Certificado de ExcelenciaGanador en 2016 - 2019","https://www.tripadvisor.com.mx//Restaurant_Review-g150795-d1032559-Reviews-La_Sirena_Gorda-Zihuatanejo_Zihuatanejo_de_Azueta_Pacific_Coast.html","45","40","40","40","-","Mexicana, Latina, Mariscos","Almuerzo, Cena, Brunch, Abierto hasta tarde","Opciones sin gluten","-","Paseo del Pescador 20-A, Zihuatanejo, Zihuatanejo de Azueta 40880 México","lasirenagorda.zihuatanejo@gmail.com","+52 755 554 2687","Paseo del Pescador 20-A","México","Zihuatanejo, Zihuatanejo de Azueta 40880,","","-101.559418","17.637302",224,86,59,25,8,1
2011,"Restaurante Argentalia","cocktail","","$$ - $$$","3.5","**N.º 94** de 425 Italiana en Ciudad de México","-","https://www.tripadvisor.com.mx//Restaurant_Review-g150800-d10684204-Reviews-Restaurante_Argentalia-Mexico_City_Central_Mexico_and_Gulf_Coast.html","35","35","35","0","$4,706 - $11,766","Churrasquería, Argentina, Italiana, Pizzería","Almuerzo, Cena","-","-","Gante N. 11 Col. Centro C.P. 0600, Ciudad de México 06010 México","argentalia.italoargentino@gmail.com","+52 55 6406 6426","Gante N. 11 Col. Centro C.P. 0600","México","Ciudad de México 06010,","","-99.139648","19.432726",86,22,20,8,6,7
2012,"Ponte Almeja","cocktail","","$$ - $$$","3.5","**N.º 337** de 493 Mexicana en Puerto Vallarta","-","https://www.tripadvisor.com.mx//Restaurant_Review-g150793-d12460293-Reviews-Ponte_Almeja-Puerto_Vallarta.html","0","0","0","0","$300 - $500","Mexicana, Mariscos","Almuerzo, Cena","-","-","Plaza Comercial La Isla Vallarta # 2477, Puerto Vallarta 48333 México","","+52 322 688 1652","Plaza Comercial La Isla Vallarta # 2477","México","Puerto Vallarta 48333,","","-105.237869","20.644526",18,7,4,3,1,1
2013,"Las Escolleras Mariscos","cocktail","","$$ - $$$","3.5","**N.º 19** de 43 Mariscos en León","-","https://www.tripadvisor.com.mx//Restaurant_Review-g154240-d3199211-Reviews-Las_Escolleras_Mariscos-Leon_Central_Mexico_and_Gulf_Coast.html","45","35","45","0","-","Mariscos","-","-","Comida para llevar, Asiento, Acceso para silla de ruedas, Servicio de mesa","Esquina Independencia Calle Guillermo Prieto 265 Colonia Barrio San Juan de
Dios, León 37000 México","","","Esquina Independencia Calle Guillermo Prieto 265","México","León 37000,","Colonia Barrio San Juan de Dios","-101.681618","21.116257",29,13,6,2,1,6
2014,"La Celestina","cocktail","14:00 - 23:00","$$ - $$$","3.5"," **N.º 1,238** de 2,114 Mexicana en Ciudad de México","-","https://www.tripadvisor.com.mx//Restaurant_Review-g150800-d4418055-Reviews-La_Celestina-Mexico_City_Central_Mexico_and_Gulf_Coast.html","40","40","40","0","-","Mexicana","Almuerzo, Cena","-","Sirve alcohol, Servicio de mesa, Reservaciones, Asiento","Caballo Calco 14A Coyoacan, Ciudad de México México","","55548920","Caballo Calco 14A","México","Ciudad de México,","Coyoacan","-99.16188","19.348841",36,7,13,5,3,4
2015,"Mariscos El Memin","cocktail","9:00 - 21:00","-","4"," **N.º 174** de 433 Mexicana en Guadalajara","-","https://www.tripadvisor.com.mx//Restaurant_Review-g150798-d13010182-Reviews-Mariscos_El_Memin-Guadalajara_Guadalajara_Metropolitan_Area.html","0","0","0","0","-","Mexicana, Mariscos","Desayuno, Almuerzo, Cena","-","Asiento, Servicio de mesa, Reservaciones","Av. Paseo de la Arboleda #1300 Esq. Chicharo, Rncda. del Bosque, Rinconada del
Bosque, Guadalajara 44530 México","","+52 33 1817 1156","Av. Paseo de la Arboleda #1300","México","Guadalajara 44530,","Esq. Chicharo, Rncda. del Bosque, Rinconada del Bosque","-103.385902","20.65431",16,3,7,3,0,1
2016,"Farina (San Angel)","cocktail","13:30 - 0:30","$$ - $$$","4"," **N.º 148** de 425 Italiana en Ciudad de México","-","https://www.tripadvisor.com.mx//Restaurant_Review-g150800-d10733263-Reviews-Farina_San_Angel-Mexico_City_Central_Mexico_and_Gulf_Coast.html","0","0","0","0","$310 - $500","Italiana, Pizzería","-","Apto para vegetarianos","-","Avenida Altavista 147, Ciudad de México 01060 México","contacto@onlyo.com.mx","+52 55 5550 4702","Avenida Altavista 147","México","Ciudad de México 01060,","","-99.196854","19.349623",17,5,5,4,2,0
2017,"Restaurante Shin Toshin","cocktail","13:00 - 0:00","$$ - $$$","4"," **N.º 2** de 8 Japonesa en Chihuahua","-","https://www.tripadvisor.com.mx//Restaurant_Review-g1028202-d10125983-Reviews-Restaurante_Shin_Toshin-Chihuahua_Northern_Mexico.html","40","40","35","0","-","Japonesa, Sushi","Almuerzo, Cena","-","Reservaciones, Servicio de mesa, Asiento","Paseo Central, Chihuahua 31215 México","","+52 614 430 0970","Paseo Central","México","Chihuahua 31215,","","-106.115562","28.62682",19,5,6,4,0,1
2018,"Mundo's Place","cocktail","9:00 - 19:00","-","4.5"," **N.º 3** de 6 Mexicana en Temixco","-","https://www.tripadvisor.com.mx//Restaurant_Review-g777808-d7761444-Reviews-Mundo_s_Place-Temixco_Central_Mexico_and_Gulf_Coast.html","0","0","0","0","-","Mariscos, Mexicana","Desayuno, Almuerzo, Cena","-","Asiento, Servicio de mesa","1era Priv. Adolfo Lopez Mateos 6, Temixco 62586 México","","","1era Priv. Adolfo Lopez Mateos 6","México","Temixco 62586,","","-99.220253","18.840763",14,11,1,1,1,0
2019,"El Timón","cocktail","8:00 - 22:00","$$ - $$$","4"," **N.º 4** de 8 Mexicana en Champotón","-","https://www.tripadvisor.com.mx//Restaurant_Review-g1026030-d10677183-Reviews-El_Timon-Champoton_Yucatan_Peninsula.html","45","35","40","0","$50 - $170","Mexicana, Mariscos","Abierto hasta tarde, Bebidas, Desayuno, Almuerzo, Cena","-","-","Avenida Carlos Sansores Perez, Numero 34, Champotón 24400 México","","+52 982 828 1863","Avenida Carlos Sansores Perez, Numero 34","México","Champotón 24400,","","-90.73217","19.344152",28,8,4,3,2,3
2020,"Cassola","cocktail","6:30 - 23:00","$$ - $$$","4"," **N.º 89** de 201 Mexicana en Zapopan","-","https://www.tripadvisor.com.mx//Restaurant_Review-g1006488-d12523696-Reviews-Cassola-Zapopan_Guadalajara_Metropolitan_Area.html","0","0","0","0","-","Internacional, Contemporánea, Mexicana","Desayuno, Almuerzo, Cena, Brunch, Bebidas","-","Reservaciones, Asiento, Servicio de mesa, Asientos al aire libre, Servicio de
valet, Acceso para silla de ruedas, Acepta tarjetas de crédito","Boulevard Puerta de Hierro 5065 Hyatt Regency Andares Guadalajara, Zapopan
45116 México","reservaciones.cassola@hyatt.com","+52 33 3883 6072","Boulevard Puerta de Hierro 5065","México","Zapopan 45116,","Hyatt Regency Andares Guadalajara","-103.412216","20.712782",14,5,3,2,2,1
2021,"Bendito Mar","cocktail","","$$ - $$$","4","**N.º 53** de 201 Mexicana en Zapopan","-","https://www.tripadvisor.com.mx//Restaurant_Review-g1006488-d12077141-Reviews-Bendito_Mar-Zapopan_Guadalajara_Metropolitan_Area.html","45","40","45","0","-","Mexicana, Mariscos","Cena","-","Servicio de mesa, Comida para llevar, Asiento, Acceso para silla de ruedas","Av Santa Margarita 4750, Zapopan México","","+52 33 1371 4212","Av Santa Margarita 4750","México","Zapopan,","","-103.440498","20.730085",26,13,5,3,3,1
2022,"Moshi Moshi","cocktail","1:00 - 23:00","$$ - $$$","4"," **N.º 62** de 242 Japonesa en Ciudad de México","-","https://www.tripadvisor.com.mx//Restaurant_Review-g150800-d4765542-Reviews-Moshi_Moshi-Mexico_City_Central_Mexico_and_Gulf_Coast.html","40","40","35","45","$20 - $300","Japonesa, Sushi","-","Apto para vegetarianos, Opciones veganas","-","Avenida Ejercito Nacional Mexicano 769 Col. Nueva Granada, Miyana, Ciudad de
México 11520 México","hola@moshimoshi.mx","+52 55 5035 3385","Avenida Ejercito Nacional Mexicano 769","México","Ciudad de México 11520,","Col. Nueva Granada, Miyana","-99.19989","19.438629",42,15,10,13,1,1
2023,"Brick Restaurant","cocktail","8:00 - 23:00","$$ - $$$","5"," **N.º 226** de 2,114 Mexicana en Ciudad de México","-","https://www.tripadvisor.com.mx//Restaurant_Review-g150800-d17561570-Reviews-Brick_Restaurant-Mexico_City_Central_Mexico_and_Gulf_Coast.html","50","50","45","0","$400 - $700","Mexicana","Desayuno, Almuerzo, Cena, Brunch, Abierto hasta tarde, Bebidas","-","-","Calle Orizaba 95 Dentro de Brick Hotel, Ciudad de México 06700 México","jbarrios@carolo.com.mx","+52 55 5207 3661","Calle Orizaba 95","México","Ciudad de México 06700,","Dentro de Brick Hotel","-99.067673","19.490322",24,20,1,1,0,0
2024,"ETC","cocktail","","$$ - $$$","4","**N.º 32** de 65 Mexicana en Nuevo Vallarta","Certificado de ExcelenciaGanador en 2016, 2018 - 2019","https://www.tripadvisor.com.mx//Restaurant_Review-g154267-d1032288-Reviews-ETC-Nuevo_Vallarta_Pacific_Coast.html","35","40","35","40","-","Mexicana, Bar, Mariscos","Almuerzo, Cena, Bebidas","-","Asientos al aire libre, Asiento, Estacionamiento disponible, Acceso para silla
de ruedas, Sirve alcohol, Bar completo, Servicio de mesa","Avenida Cocoteros 38, Nuevo Vallarta México","","+52 322 227 0174","Avenida Cocoteros 38","México","Nuevo Vallarta,","","-105.304626","20.713997",172,44,43,25,9,6
2025,"Sanbravo","cocktail","12:30 - 1:00","$$ - $$$","4"," **N.º 60** de 336 Mexicana en Mérida","Certificado de ExcelenciaGanador en 2019","https://www.tripadvisor.com.mx//Restaurant_Review-g150811-d13802975-Reviews-Sanbravo-Merida_Yucatan_Peninsula.html","40","45","35","0","$85 - $485","Churrasquería, Mariscos, Mexicana, Parrilla, Contemporánea, Sudamericana","Cena, Almuerzo, Abierto hasta tarde, Bebidas","-","-","Prolongación de Montejo Benito Juárez Nte., Mérida 97119 México","","+52 999 406 9274","Prolongación de Montejo","México","Mérida 97119,","Benito Juárez Nte.","-89.619667","21.020702",74,33,18,8,1,3
