"id","nombre","keywords","horario","calificacion","top1","top2","link","comida","servicio","calidad","ambiente","detalles_precios","detalles_tipo_comida","detalles_comida","detalles_dietas","detalles_caracteristicas","direccion","mail","telefono","calle","pais","localidad","direccionextra","longitude","latitude","n_opiniones","opiniones_excelente","opiniones_muy_bueno","opiniones_regular","opiniones_pesimo","opiniones_malo"
678,"Mog Bistro","cerveza","Ver todos los horarios","4.5"," **N.º 3** de 242 Japonesa en Ciudad de México","Certificado de ExcelenciaGanador en 2017 - 2019","https://www.tripadvisor.com.mx//Restaurant_Review-g150800-d8736435-Reviews-Mog_Bistro-Mexico_City_Central_Mexico_and_Gulf_Coast.html","45","40","45","0","-","Japonesa, Sushi, Asiática, Tailandesa","Almuerzo, Cena","Apto para vegetarianos, Opciones veganas, Opciones sin gluten","-","Calle Frontera 168 Col. Roma, Esquina Con Zacatecas, Ciudad de México 06700
México","","+52 55 5264 1629","Calle Frontera 168","México","Ciudad de México 06700,","Col. Roma, Esquina Con Zacatecas","-99.155212","19.416321",408,183,89,28,12,7
679,"Blue Gecko Cantina","cerveza","9:00 - 23:00","4.5"," **N.º 33** de 482 Mexicana en Cancún","Certificado de ExcelenciaGanador en 2016 - 2019","https://www.tripadvisor.com.mx//Restaurant_Review-g150807-d3470855-Reviews-Blue_Gecko_Cantina-Cancun_Yucatan_Peninsula.html","45","45","45","45","-","Mexicana","Almuerzo, Cena","Apto para vegetarianos, Opciones veganas, Opciones sin gluten","-","Boulevard Kukulcan Km. 16 Zona Hotelera Across the Street From Grand Oasis
Hotel, Cancún 77500 México","info@mantadivers.com","+52 998 840 6935","Boulevard Kukulcan Km. 16 Zona Hotelera","México","Cancún 77500,","Across the Street From Grand Oasis Hotel","-86.777252","21.077969",1502,777,268,78,28,15
680,"Pues Si Restaurante Omnivoro Responsable","cerveza","9:00 - 23:00","4"," **N.º 4** de 9 Italiana en Bacalar","Certificado de ExcelenciaGanador en 2018","https://www.tripadvisor.com.mx//Restaurant_Review-g1202648-d11912736-Reviews-Pues_Si_Restaurante_Omnivoro_Responsable-Bacalar_Yucatan_Peninsula.html","45","45","45","0","-","Italiana, Pizzería","Desayuno, Almuerzo, Cena, Bebidas, Brunch","Apto para vegetarianos","-","Calle 20, 68 Entre 3 y 5, Bacalar 77930 México","taydemexico@gmail.com","+52 983 182 0989","Calle 20, 68","México","Bacalar 77930,","Entre 3 y 5","-88.390244","18.676506",105,34,15,3,1,10
681,"La Playa Xpuha","cerveza","10:00 - 18:00","4"," **N.º 2** de 2 Mexicana en Xpu-Ha","Certificado de ExcelenciaGanador en 2016, 2018","https://www.tripadvisor.com.mx//Restaurant_Review-g499455-d1235275-Reviews-La_Playa_Xpu_Ha_Restaurant_Beach_Club-Xpu_Ha_Yucatan_Peninsula.html","40","40","40","45","$234 - $585","Mexicana, Caribeña, Bar, Mariscos","-","Apto para vegetarianos","-","Federal Route 307, Km 265, Xpu-Ha 77710 México","info@laplayaxpuha.com","+52 984 133 6701","Federal Route 307, Km 265","México","Xpu-Ha 77710,","","-87.257935","20.471624",638,215,151,65,28,42
682,"Fusion Beach Bar Cuisine","cerveza","8:00 - 0:00","4.5"," **N.º 68** de 554 Mexicana en Playa del Carmen","Certificado de ExcelenciaGanador en 2016 - 2019","https://www.tripadvisor.com.mx//Restaurant_Review-g150812-d1050339-Reviews-Fusion_Beach_Bar_Cuisine-Playa_del_Carmen_Yucatan_Peninsula.html","40","40","40","45","$100 - $300","Mexicana, Caribeña, Latina, Bar, Mariscos, Centroamericana, Parrilla","-","Apto para vegetarianos, Opciones veganas","-","Calle 6 Norte Cerca de la Playa, Playa del Carmen 77710 México","amigosfusion@gmail.com","+52 984 149 0679","Calle 6 Norte","México","Playa del Carmen 77710,","Cerca de la Playa","-87.072449","20.624542",1311,474,323,69,26,24
683,"Palmeras","cerveza","7:00 - 23:00","4"," **N.º 50** de 225 Mexicana en Cozumel","Certificado de ExcelenciaGanador en 2016 - 2019","https://www.tripadvisor.com.mx//Restaurant_Review-g150809-d1032766-Reviews-Palmeras-Cozumel_Yucatan_Peninsula.html","45","45","40","45","$234 - $585","Mexicana, Caribeña, Latina, Mariscos, Española, Internacional","-","Apto para vegetarianos, Opciones veganas, Opciones sin gluten","-","Av. Rafael E. Melgar Juárez, Cozumel, Cozumel 77600 México","palmerascozumel@hotmail.com","+52 987 872 0532","Av. Rafael E. Melgar","México","Cozumel 77600,","Juárez, Cozumel","-86.949883","20.510967",1322,453,333,97,21,21
684,"Paulaner Keller Condesa","cerveza","Ver todos los horarios","5"," **N.º 8** de 19 Alemana en Ciudad de México","-","https://www.tripadvisor.com.mx//Restaurant_Review-g150800-d12362363-Reviews-Paulaner_Keller_Condesa-Mexico_City_Central_Mexico_and_Gulf_Coast.html","0","0","0","0","$150 - $300","Alemana, Bar, Europea, Pub","Almuerzo, Cena","-","-","Avenida Michoacan 3 Esquina Insurgentes Sur, Ciudad de México 06140 México","karol@paulaner.com.mx","+52 55 5264 2169","Avenida Michoacan 3","México","Ciudad de México 06140,","Esquina Insurgentes Sur","-99.167412","19.410694",2,2,0,0,0,0
685,"Cucapa Brewing Co.","cerveza","","4.5","**N.º 272** de 431 Mexicana en Guadalajara","-","https://www.tripadvisor.com.mx//Restaurant_Review-g150798-d14984304-Reviews-Cucapa_Brewing_Co-Guadalajara_Guadalajara_Metropolitan_Area.html","0","0","0","0","$60 - $180","Mexicana","-","-","-","Av. Terranova 1182, Guadalajara 44647 México","","","Av. Terranova 1182","México","Guadalajara 44647,","","-103.386131","20.694447",3,1,2,0,0,0
686,"La Berenjena","cerveza","","4.5","**N.º 6** de 68 Italiana en Puebla","Certificado de ExcelenciaGanador en 2019","https://www.tripadvisor.com.mx//Restaurant_Review-g152773-d12244681-Reviews-La_Berenjena-Puebla_Central_Mexico_and_Gulf_Coast.html","45","45","45","0","-","Italiana, Pizzería","Cena, Almuerzo","Apto para vegetarianos, Opciones veganas","-","3 Oriente 407 Colonia Centro, Puebla México","","6884754","3 Oriente 407 Colonia Centro","México","Puebla,","","-98.195274","19.041677",67,31,11,3,2,1
687,"El Autentico Pato Manila","cerveza","Ver todos los horarios","4.5"," **N.º 141** de 2,113 Mexicana en Ciudad de México","Certificado de ExcelenciaGanador en 2017 - 2018","https://www.tripadvisor.com.mx//Restaurant_Review-g150800-d7219512-Reviews-El_Autentico_Pato_Manila-Mexico_City_Central_Mexico_and_Gulf_Coast.html","50","45","40","0","-","Mexicana, Comida rápida","Almuerzo, Cena","-","Comida para llevar, Sirve alcohol","Calle Culiacan 91, Ciudad de México 06100 México","","67988351","Calle Culiacan 91","México","Ciudad de México 06100,","","-99.170326","19.404343",81,48,18,1,2,2
688,"Tibiri Tabla","cerveza","","5","**N.º 39** de 67 Mexicana en Mexicali","-","https://www.tripadvisor.com.mx//Restaurant_Review-g154247-d13002154-Reviews-Tibiri_Tabla-Mexicali_Baja_California.html","0","0","0","0","$64 - $74","Mexicana, Estadounidense, Alemana","-","-","-","Avenida Ciudad Cuauhtemoc # 51 Colonia Cuauhtémoc Sur, Mexicali 21307 México","tibiritabla@gmail.com","+52 686 488 5822","Avenida Ciudad Cuauhtemoc # 51","México","Mexicali 21307,","Colonia Cuauhtémoc Sur","-115.451103","32.65773",3,3,0,0,0,0
689,"Cervecería Artesanal Uruapense","cerveza","","5","**N.º 7** de 8 Internacional en Uruapan","-","https://www.tripadvisor.com.mx//Restaurant_Review-g658423-d11733007-Reviews-Cerveceria_Artesanal_Uruapense-Uruapan_Central_Mexico_and_Gulf_Coast.html","0","0","0","0","$50 - $100","Internacional","-","-","-","Guadalupe Victoria 50 Col. Bellavista, Uruapan 60050 México","ventas@cerveceriauruapense.com","+52 452 523 8957","Guadalupe Victoria 50","México","Uruapan 60050,","Col. Bellavista","-102.055817","19.42135",3,2,0,0,0,0
690,"Minou","cerveza","9:00 - 23:00","5"," **N.º 41** de 43 Mexicana en San Andrés Cholula","-","https://www.tripadvisor.com.mx//Restaurant_Review-g11804695-d12230828-Reviews-Minou-San_Andres_Cholula_Central_Mexico_and_Gulf_Coast.html","0","0","0","0","$60 - $500","Belga, Europea, Mexicana, Cervecería, Pub, Fusión","Desayuno, Almuerzo, Cena, Brunch, Abierto hasta tarde, Bebidas","-","-","14 Oriente 605A atras de la UDLAP, San Andrés Cholula 72810 México","restominou@gmail.com","+52 222 261 5977","14 Oriente 605A","México","San Andrés Cholula 72810,","atras de la UDLAP","-98.290657","19.05695",5,4,0,0,0,0
691,"Mastodonte","cerveza","","5","**N.º 15** de 27 Pub en Hermosillo","-","https://www.tripadvisor.com.mx//Restaurant_Review-g153979-d10081521-Reviews-Mastodonte-Hermosillo_Northern_Mexico.html","0","0","0","0","-","Pub","-","-","-","Boulevard Solidaridad 564 Colonia Las Granjas, Hermosillo 83250 México","","+52 662 310 3177","Boulevard Solidaridad 564","México","Hermosillo 83250,","Colonia Las Granjas","-110.978798","29.075371",2,2,0,0,0,0
692,"La Choperia De Cd Juarez","cerveza","","4.5","**N.º 21** de 97 Mexicana en Ciudad Juárez","-","https://www.tripadvisor.com.mx//Restaurant_Review-g150780-d10792918-Reviews-La_Choperia_De_Cd_Juarez-Ciudad_Juarez_Northern_Mexico.html","0","0","0","0","-","Mexicana","Brunch, Desayuno, Almuerzo, Cena","-","Asiento, Acceso para silla de ruedas, Servicio de mesa","Ave. Lincoln 971, Ciudad Juárez México","","6110142","Ave. Lincoln 971","México","Ciudad Juárez,","","-106.454124","31.744593",18,9,5,4,0,0
693,"El Parqueadero","cerveza","Ver todos los horarios","4.5"," **N.º 33** de 37 Mexicana en Ciudad Valles","-","https://www.tripadvisor.com.mx//Restaurant_Review-g499409-d11797788-Reviews-El_Parqueadero-Ciudad_Valles_Central_Mexico_and_Gulf_Coast.html","0","0","0","0","$100 - $500","Mexicana, Comida rápida, Contemporánea, Pub, Gastropub, Parrillada","Abierto hasta tarde, Bebidas, Almuerzo, Cena","-","-","Boulevard Mexico - Laredo 40 B, Ciudad Valles 79050 México","contacto@elpaqueadero.mx","+52 481 382 1170","Boulevard Mexico - Laredo 40 B","México","Ciudad Valles 79050,","","-99.011841","21.984705",10,4,5,1,0,0
694,"Pinche Birra","cerveza","Ver todos los horarios","4.5"," **N.º 22** de 30 Cervecería en Playa del Carmen","-","https://www.tripadvisor.com.mx//Restaurant_Review-g150812-d15275824-Reviews-Pinche_Birra-Playa_del_Carmen_Yucatan_Peninsula.html","0","0","0","0","-","Cervecería, Pub","Almuerzo, Cena, Abierto hasta tarde, Bebidas","-","Sirve alcohol, Acepta tarjetas de crédito","10 Avenida Nte. 173, Playa del Carmen 77710 México","","+52 984 234 3620","10 Avenida Nte. 173","México","Playa del Carmen 77710,","","-87.073845","20.626385",9,6,0,0,0,1
695,"Cubaro","cerveza","Ver todos los horarios","4"," **N.º 77** de 336 Mexicana en Mérida","Certificado de ExcelenciaGanador en 2016 - 2017","https://www.tripadvisor.com.mx//Restaurant_Review-g150811-d2646907-Reviews-Cubaro-Merida_Yucatan_Peninsula.html","40","40","35","45","-","Mexicana, Latina, Bar, Internacional","Almuerzo, Cena, Abierto hasta tarde, Bebidas","-","Reservaciones, Asientos al aire libre, Asiento, Servicio de valet, Sirve
alcohol, Bar completo, Servicio de mesa, Wi-Fi gratis","Avenida Paseo de Montejo, Mérida México","","+52 999 926 0304","Avenida Paseo de Montejo","México","Mérida,","","-89.617119","20.989252",183,62,46,24,8,9
696,"Los Aguachiles Cancún","cerveza","Ver todos los horarios","4"," **N.º 90** de 482 Mexicana en Cancún","Certificado de ExcelenciaGanador en 2016 - 2018","https://www.tripadvisor.com.mx//Restaurant_Review-g150807-d3188818-Reviews-Los_Aguachiles_Cancun-Cancun_Yucatan_Peninsula.html","40","40","40","40","-","Cervecería, Bar, Mexicana, Caribeña, Mariscos","Almuerzo, Cena, Brunch","-","Comida para llevar, Asiento, Sillitas altas disponibles, Acceso para silla de
ruedas, Sirve alcohol, Servicio de mesa, Servicio de valet, Televisión","Avenida Nizuc Esq Av. Nichupté, Cancún 77500 México","","+52 998 884 0152","Avenida Nizuc","México","Cancún 77500,","Esq Av. Nichupté","-86.83223","21.141577",227,98,61,30,8,7
697,"Il Golfo di Napoli","cerveza","9:00 - 23:45","4.5"," **N.º 30** de 122 Italiana en Cancún","Certificado de ExcelenciaGanador en 2019","https://www.tripadvisor.com.mx//Restaurant_Review-g150807-d13003494-Reviews-Il_Golfo_di_Napoli-Cancun_Yucatan_Peninsula.html","50","50","45","0","$180 - $1,450","Italiana, Pizzería, Cervecería, Parrilla","-","Apto para vegetarianos, Opciones veganas, Opciones sin gluten","-","Blvd. Kukulcan KM 9.5 Zona Hotelera, Forum by the Sea, Level 2, Cancún 77500
México","ilgolfo17@gmail.com","+52 55 5502 1073","Blvd. Kukulcan KM 9.5","México","Cancún 77500,","Zona Hotelera, Forum by the Sea, Level 2","-86.747314","21.13232",121,34,7,2,1,1
698,"Tacos Don Felix En la casa","cerveza","Ver todos los horarios","4.5"," **N.º 17** de 215 Mexicana en San Miguel de Allende","Certificado de ExcelenciaGanador en 2016 - 2017, 2019","https://www.tripadvisor.com.mx//Restaurant_Review-g151932-d1997826-Reviews-Tacos_Don_Felix-San_Miguel_de_Allende_Central_Mexico_and_Gulf_Coast.html","45","45","45","50","-","Mexicana, Latina","Cena, Abierto hasta tarde, Bebidas","Apto para vegetarianos, Opciones veganas","-","15th Fray Juan de San Miguel Saint San Rafael, San Miguel de Allende 37730
México","conferdie@yahoo.com","+52 415 152 5719","15th Fray Juan de San Miguel","México","San Miguel de Allende 37730,","Saint San Rafael","-100.752174","20.921507",260,147,40,11,5,5
699,"Pizzeria Balboa","cerveza","","4","**N.º 21** de 425 Italiana en Ciudad de México","Certificado de ExcelenciaGanador en 2017 - 2019","https://www.tripadvisor.com.mx//Restaurant_Review-g150800-d9778597-Reviews-Pizzeria_Balboa-Mexico_City_Central_Mexico_and_Gulf_Coast.html","45","40","40","0","-","Italiana, Pizzería","Cena, Brunch, Almuerzo","Apto para vegetarianos, Opciones veganas","-","Calle Rio Lerma 94 Esquina Rio Sena, Ciudad de México 06500 México","","+52 55 5207 3476","Calle Rio Lerma 94","México","Ciudad de México 06500,","Esquina Rio Sena","-99.165878","19.429802",104,39,21,12,3,1
700,"El Granero Grill & Drinks","cerveza","8:00 - 4:00","4.5"," **N.º 7** de 482 Mexicana en Cancún","Certificado de ExcelenciaGanador en 2017 - 2019","https://www.tripadvisor.com.mx//Restaurant_Review-g150807-d9587056-Reviews-El_Granero_Grill_Drinks-Cancun_Yucatan_Peninsula.html","45","45","40","0","$5 - $50","Mexicana, Bar","-","Apto para vegetarianos, Opciones veganas, Opciones sin gluten","-","Blvd Kukulcan Km 9.5 Zona Hotelera, Cancún 77500 México","","+52 998 133 8821","Blvd Kukulcan Km 9.5","México","Cancún 77500,","Zona Hotelera","-86.748161","21.133337",689,246,18,5,0,4
701,"La Fundacion Mezcaleria","cerveza","Ver todos los horarios","4"," **N.º 85** de 336 Mexicana en Mérida","Certificado de ExcelenciaGanador en 2016 - 2018","https://www.tripadvisor.com.mx//Restaurant_Review-g150811-d3973830-Reviews-La_Fundacion_Mezcaleria-Merida_Yucatan_Peninsula.html","35","40","40","45","-","Mexicana, Latina, Bar","Abierto hasta tarde, Bebidas","-","Asiento, Sirve alcohol, Música en vivo","Calle 56 No.465 x 53 y 55 Centro Historico, Mérida México","","","Calle 56 No.465 x 53 y 55","México","Mérida,","Centro Historico","-89.619881","20.97164",135,48,35,9,5,13
702,"Mariscos 8 Tostadas","cerveza","","4.5","**N.º 5** de 14 Cervecería en Puerto Vallarta","-","https://www.tripadvisor.com.mx//Restaurant_Review-g150793-d12821203-Reviews-Mariscos_8_Tostadas-Puerto_Vallarta.html","45","40","45","0","-","Cervecería, Mariscos, Saludable","Almuerzo, Cena","-","Asiento, Sillitas altas disponibles, Servicio de mesa, Sirve alcohol","Av. Francisco Medina Ascencio Esq. Fluvial Vallarta, Puerto Vallarta 48333
México","","+52 322 224 0122","Av. Francisco Medina Ascencio","México","Puerto Vallarta 48333,","Esq. Fluvial Vallarta","-105.239532","20.64897",52,21,12,2,1,2
703,"Oryx Restaurante","cerveza","Ver todos los horarios","4.5"," **N.º 56** de 259 Mexicana en Tijuana","-","https://www.tripadvisor.com.mx//Restaurant_Review-g150776-d8751750-Reviews-Oryx_Restaurante-Tijuana_Baja_California.html","45","40","40","0","-","Mexicana, Bar, Pub","Cena, Almuerzo","-","Reservaciones, Asiento, Acceso para silla de ruedas, Sirve alcohol, Servicio
de mesa","Boulevard Agua Caliente 10750 Int 84 Plaza Conquistador, Tijuana 22015 México","","+52 664 686 2807","Boulevard Agua Caliente 10750 Int 84","México","Tijuana 22015,","Plaza Conquistador","-117.008018","32.513435",34,21,3,3,2,2
704,"Taqueria Honorio","cerveza","6:00 - 15:00","5"," **N.º 7** de 283 Mexicana en Tulum","Certificado de ExcelenciaGanador en 2017 - 2019","https://www.tripadvisor.com.mx//Restaurant_Review-g150813-d8125485-Reviews-Taqueria_Honorio-Tulum_Yucatan_Peninsula.html","50","45","50","0","-","-","-","-","-","Mza 10 Av. Satelite Sur / Andomeda Y Sol Ote Lt 13, Tulum 77760 México","","+52 984 745 0674","Mza 10 Av. Satelite Sur / Andomeda Y Sol Ote Lt 13","México","Tulum 77760,","","-87.45797","20.211651",605,172,33,6,0,3
705,"Antojitos La Chiapaneca","cerveza","","4.5","**N.º 14** de 283 Mexicana en Tulum","Certificado de ExcelenciaGanador en 2016 - 2019","https://www.tripadvisor.com.mx//Restaurant_Review-g150813-d2416443-Reviews-Antojitos_La_Chiapaneca-Tulum_Yucatan_Peninsula.html","45","40","50","40","-","Mexicana","Cena, Abierto hasta tarde","-","Comida para llevar, Asientos al aire libre, Asiento, Servicio de mesa","Avenida Tulum, Tulum México","","+52 984 112 3249","Avenida Tulum","México","Tulum,","","-87.46627","20.210182",903,357,104,19,13,6
706,"Mexko","cerveza","9:00 - 22:00","5"," **N.º 4** de 40 Mexicana en Tlaxcala","-","https://www.tripadvisor.com.mx//Restaurant_Review-g499425-d15232290-Reviews-Mexko-Tlaxcala_Central_Mexico_and_Gulf_Coast.html","50","50","50","0","-","Mexicana","Cena, Desayuno, Almuerzo","-","Reservaciones, Sirve alcohol, Servicio de mesa, Comida para llevar, Asiento","Av. del Trabajo s/n Santa Cruz Tlaxcala Dentro del Centro Vacacional La
Trinidad, Tlaxcala 90640 México","","4611368","Av. del Trabajo s/n Santa Cruz Tlaxcala","México","Tlaxcala 90640,","Dentro del Centro Vacacional La Trinidad","-98.152252","19.35988",29,27,0,0,0,1
707,"El Faro de Leon","cerveza","","4.5","**N.º 49** de 202 Mexicana en León","-","https://www.tripadvisor.com.mx//Restaurant_Review-g154240-d1599012-Reviews-El_Faro_de_Leon-Leon_Central_Mexico_and_Gulf_Coast.html","50","45","50","45","-","Mexicana","Desayuno, Cena","-","Comida para llevar, Asiento, Acceso para silla de ruedas, Servicio de mesa","Paseo del Moral 808, León 37235 México","","77 7180899","Paseo del Moral 808","México","León 37235,","","-101.688705","21.153774",19,11,8,0,0,0
708,"Patroni's Bar","cerveza","Ver todos los horarios","4.5"," **N.º 2** de 13 Italiana en Campeche","-","https://www.tripadvisor.com.mx//Restaurant_Review-g1632078-d12690930-Reviews-Patroni_s_Bar-Campeche_Yucatan_Peninsula.html","45","50","45","0","$89 - $269","Italiana, Estadounidense, Pizzería, Internacional","-","Apto para vegetarianos","-","Calle 59 Entre 8 Y 10, Zona Centro, Campeche 24000 México","","+52 981 103 1866","Calle 59","México","Campeche 24000,","Entre 8 Y 10, Zona Centro","-90.538132","19.845261",42,16,4,4,1,0
